Iteration,Cost,Temperature
0,1464859,100
1,1464859,100
2,1464859,100
3,1450599,100
4,1450599,100
5,1430327,100
6,1430327,100
7,1430327,100
8,1430327,100
9,1430327,100
10,1430327,99
11,1367338,99
12,1367338,99
13,1367110,99
14,1367110,99
15,1353445,99
16,1320203,99
17,1320203,99
18,1282244,99
19,1282244,99
20,1282244,94.05
21,1279071,94.05
22,1279071,94.05
23,1272714,94.05
24,1264385,94.05
25,1263924,94.05
26,1263924,94.05
27,1263924,94.05
28,1263924,94.05
29,1263924,94.05
30,1261919,89.3475
31,1261919,89.3475
32,1261919,89.3475
33,1261919,89.3475
34,1261919,89.3475
35,1261919,89.3475
36,1261919,89.3475
37,1260818,89.3475
38,1247492,89.3475
39,1247492,89.3475
40,1247492,88.454
41,1218861,88.454
42,1217363,88.454
43,1208790,88.454
44,1204052,88.454
45,1204052,88.454
46,1204052,88.454
47,1204052,88.454
48,1204052,88.454
49,1204052,88.454
50,1204052,84.0313
51,1196034,84.0313
52,1196034,84.0313
53,1196034,84.0313
54,1191908,84.0313
55,1191908,84.0313
56,1191908,84.0313
57,1191908,84.0313
58,1191908,84.0313
59,1191908,84.0313
60,1191364,83.191
61,1191364,83.191
62,1183942,83.191
63,1183942,83.191
64,1182458,83.191
65,1182458,83.191
66,1182458,83.191
67,1182458,83.191
68,1182458,83.191
69,1182458,83.191
70,1182458,79.0315
71,1175798,79.0315
72,1175798,79.0315
73,1175798,79.0315
74,1175798,79.0315
75,1174200,79.0315
76,1168715,79.0315
77,1168715,79.0315
78,1168715,79.0315
79,1166790,79.0315
80,1166790,75.0799
81,1165288,75.0799
82,1164864,75.0799
83,1164864,75.0799
84,1164864,75.0799
85,1164864,75.0799
86,1164864,75.0799
87,1164864,75.0799
88,1164864,75.0799
89,1164864,75.0799
90,1164864,74.3291
91,1164864,74.3291
92,1159670,74.3291
93,1159670,74.3291
94,1159670,74.3291
95,1151490,74.3291
96,1151490,74.3291
97,1148268,74.3291
98,1146663,74.3291
99,1146663,74.3291
100,1146715,70.6126
101,1144823,70.6126
102,1144823,70.6126
103,1144823,70.6126
104,1144823,70.6126
105,1144823,70.6126
106,1144823,70.6126
107,1137482,70.6126
108,1137482,70.6126
109,1137482,70.6126
110,1121285,69.9065
111,1121285,69.9065
112,1121285,69.9065
113,1121285,69.9065
114,1119035,69.9065
115,1117026,69.9065
116,1117026,69.9065
117,1115466,69.9065
118,1115466,69.9065
119,1115466,69.9065
120,1115466,66.4112
121,1115466,66.4112
122,1111478,66.4112
123,1111478,66.4112
124,1105478,66.4112
125,1105478,66.4112
126,1105478,66.4112
127,1105478,66.4112
128,1105478,66.4112
129,1105478,66.4112
130,1103164,65.7471
131,1101310,65.7471
132,1101310,65.7471
133,1101270,65.7471
134,1101270,65.7471
135,1101270,65.7471
136,1100723,65.7471
137,1100723,65.7471
138,1100723,65.7471
139,1100723,65.7471
140,1100723,62.4597
141,1100723,62.4597
142,1094600,62.4597
143,1094600,62.4597
144,1094116,62.4597
145,1094116,62.4597
146,1094116,62.4597
147,1094116,62.4597
148,1094116,62.4597
149,1094116,62.4597
150,1083081,61.8351
151,1083081,61.8351
152,1078602,61.8351
153,1078602,61.8351
154,1073842,61.8351
155,1072976,61.8351
156,1072976,61.8351
157,1072304,61.8351
158,1069544,61.8351
159,1069544,61.8351
160,1069544,58.7434
161,1069503,58.7434
162,1069491,58.7434
163,1069493,58.7434
164,1069223,58.7434
165,1069223,58.7434
166,1068959,58.7434
167,1068948,58.7434
168,1068948,58.7434
169,1068948,58.7434
170,1068392,55.8062
171,1068348,55.8062
172,1068420,55.8062
173,1068420,55.8062
174,1068348,55.8062
175,1068385,55.8062
176,1068385,55.8062
177,1068415,55.8062
178,1068415,55.8062
179,1068505,55.8062
180,1068505,50.7836
181,1068613,50.7836
182,1068613,50.7836
183,1068613,50.7836
184,1068558,50.7836
185,1068630,50.7836
186,1068630,50.7836
187,1068630,50.7836
188,1068630,50.7836
189,1068635,50.7836
190,1068565,48.2445
191,1068565,48.2445
192,1068565,48.2445
193,1068565,48.2445
194,1068315,48.2445
195,1068315,48.2445
196,1068315,48.2445
197,1068315,48.2445
198,1068207,48.2445
199,1068207,48.2445
200,1068207,47.762
201,1068207,47.762
202,1068207,47.762
203,1068207,47.762
204,1067889,47.762
205,1067871,47.762
206,1067805,47.762
207,1067785,47.762
208,1067052,47.762
209,1067044,47.762
210,1067044,45.3739
211,1066598,45.3739
212,1066423,45.3739
213,1066423,45.3739
214,1066386,45.3739
215,1066386,45.3739
216,1066386,45.3739
217,1066222,45.3739
218,1066218,45.3739
219,1066096,45.3739
220,1066096,43.1052
221,1066096,43.1052
222,1066096,43.1052
223,1066096,43.1052
224,1066096,43.1052
225,1065889,43.1052
226,1065889,43.1052
227,1065901,43.1052
228,1065901,43.1052
229,1065765,43.1052
230,1065765,42.6742
231,1065765,42.6742
232,1065767,42.6742
233,1065724,42.6742
234,1065639,42.6742
235,1065656,42.6742
236,1065699,42.6742
237,1065699,42.6742
238,1065699,42.6742
239,1065699,42.6742
240,1065699,40.5405
241,1065513,40.5405
242,1065511,40.5405
243,1065511,40.5405
244,1065511,40.5405
245,1065519,40.5405
246,1065519,40.5405
247,1065519,40.5405
248,1065519,40.5405
249,1065519,40.5405
250,1065519,40.1351
251,1065018,40.1351
252,1065018,40.1351
253,1065010,40.1351
254,1064998,40.1351
255,1064998,40.1351
256,1064622,40.1351
257,1064622,40.1351
258,1064622,40.1351
259,1064123,40.1351
260,1064033,38.1283
261,1063939,38.1283
262,1063736,38.1283
263,1063748,38.1283
264,1063300,38.1283
265,1063257,38.1283
266,1063257,38.1283
267,1063301,38.1283
268,1063301,38.1283
269,1063208,38.1283
270,1063208,34.6968
271,1063136,34.6968
272,1062833,34.6968
273,1062833,34.6968
274,1062484,34.6968
275,1062124,34.6968
276,1062100,34.6968
277,1061934,34.6968
278,1061559,34.6968
279,1061559,34.6968
280,1061249,31.574
281,1061204,31.574
282,1061204,31.574
283,1061228,31.574
284,1061240,31.574
285,1061240,31.574
286,1060442,31.574
287,1060442,31.574
288,1060200,31.574
289,1059474,31.574
290,1059567,28.7324
291,1059567,28.7324
292,1059567,28.7324
293,1059608,28.7324
294,1059608,28.7324
295,1059608,28.7324
296,1059608,28.7324
297,1059608,28.7324
298,1058918,28.7324
299,1058692,28.7324
300,1058503,27.2958
301,1058503,27.2958
302,1058118,27.2958
303,1058126,27.2958
304,1058126,27.2958
305,1057874,27.2958
306,1057874,27.2958
307,1057874,27.2958
308,1057780,27.2958
309,1057658,27.2958
310,1057658,25.931
311,1057658,25.931
312,1057658,25.931
313,1057669,25.931
